dataset,evaluation_family,task,persona,step,sample_id,method,reported_model,prompt_slug,difficulty,case_id,CE_gold,CE_pred,CE_match,BE_gold,BE_pred,BE_match,CI_gold,CI_pred,CI_match,BI_gold,BI_pred,BI_match,exact_labelset_match
trajectory_gold,dummy_judges,shopping_Amazon_chat,Aisha Patel,3,,gemma,gemma4:31b,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,1,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,3,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,5,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,6,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,7,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,8,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,9,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,10,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,11,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Benjamin Wright,12,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Carlos Mendez,1,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Carlos Mendez,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Carlos Mendez,3,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,1,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,2,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,4,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,5,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,7,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,10,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,11,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,12,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,13,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,14,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,15,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,16,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Daniel Lee,17,,gemma,gemma4:31b,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,1,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,4,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,5,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,7,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,10,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,11,,gemma,gemma4:31b,,,,0,1,0,0,1,0,0,0,1,1,0,0,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,12,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,13,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,14,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,15,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,16,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,17,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,18,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,19,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,20,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,21,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,22,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,23,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,24,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,25,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,26,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,27,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,28,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,29,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,30,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,31,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,David Kim,32,,gemma,gemma4:31b,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,1,,gemma,gemma4:31b,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,4,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,5,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,6,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,7,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,8,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,9,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Elena Rodriguez,10,,gemma,gemma4:31b,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,1,,gemma,gemma4:31b,,,,0,1,0,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,2,,gemma,gemma4:31b,,,,0,1,0,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,3,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,5,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,7,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,8,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,10,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,11,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,12,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,13,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,14,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,15,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,16,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,17,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,18,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,19,,gemma,gemma4:31b,,,,0,1,0,0,1,0,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,20,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,21,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,22,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,23,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,24,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Emily Foster,25,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Gregory Mitchell,1,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Gregory Mitchell,2,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Gregory Mitchell,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Gregory Mitchell,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,1,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,2,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,4,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,5,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,7,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jake Morrison,10,,gemma,gemma4:31b,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,James Williamson,1,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,James Williamson,2,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,James Williamson,3,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,James Williamson,4,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,1,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,2,,gemma,gemma4:31b,,,,0,0,1,1,0,0,1,0,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,3,,gemma,gemma4:31b,,,,0,0,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,5,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,7,,gemma,gemma4:31b,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jennifer Walsh,10,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,1,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,3,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,5,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,6,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,7,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,10,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,11,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,12,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,13,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,14,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,15,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,16,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,17,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,18,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Jordan Parker,19,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,1,,gemma,gemma4:31b,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,2,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,3,,gemma,gemma4:31b,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,4,,gemma,gemma4:31b,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,5,,gemma,gemma4:31b,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,6,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,7,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,8,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,9,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,10,,gemma,gemma4:31b,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,11,,gemma,gemma4:31b,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_Amazon_chat,Lisa Thompson,12,,gemma,gemma4:31b,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
